,food_name,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,calcium_mg,iron_mg,energy_kj,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug
,Peas kachori (Matar kachori),584.68,13.25,3.21,57.51,0.50,2.03,14.25,0.77,2408.81,6905.43,11817.05,36371.71,0.00,30.80,16.13,55.45,91.63,0.09,0.40,0.00,0.26,0.01,0.40,0.00,28.29,3.99,0.00,14.45,0.00,15.19,0.09,0.02,0.44,0.26,0.06,1.03,15.19,9.35,346.38
,Pizza,146.77,9.94,6.85,8.72,1.38,1.71,77.23,0.66,609.95,3245.67,2710.49,2330.95,18.65,95.69,18.24,225.02,193.91,0.07,0.75,0.01,0.18,0.01,0.71,21.70,1.39,6.92,0.00,13.96,0.00,29.46,0.07,0.14,1.33,0.42,0.12,3.24,29.46,14.43,1498.75
,Bacon and mushroom pancake,157.67,8.47,6.82,10.60,1.23,1.59,44.74,0.54,654.37,5524.99,3332.13,871.87,39.23,91.42,15.73,344.23,210.33,0.07,3.33,0.00,0.11,0.01,0.62,78.05,0.24,8.47,0.03,11.54,0.50,12.00,0.18,0.09,1.52,0.61,0.17,3.79,12.00,1.58,111.81
,Cheese and tomato pancake,147.39,10.66,5.15,9.28,3.48,1.06,127.51,0.64,612.56,5633.56,2467.14,427.64,38.27,160.54,16.30,281.62,151.49,0.06,2.54,0.00,0.15,0.01,0.66,100.44,0.36,4.27,0.03,8.82,0.55,14.99,0.05,0.08,0.30,0.36,0.07,2.61,14.99,8.81,1887.42
,Minced meat pancake (with chicken),116.04,8.18,12.01,10.48,1.29,0.70,64.72,1.99,483.97,2317.33,1229.41,311.17,33.26,138.44,25.38,4942.18,254.70,0.13,6.11,0.00,0.18,0.02,0.75,37.16,0.27,0.73,0.37,2.91,7.35,9.50,0.05,0.05,2.14,0.47,0.16,2.17,9.50,1.59,494.43
,Eggplant/Brinjal rice (Vangi bhat),184.80,31.74,5.28,3.67,4.36,4.44,36.02,1.91,772.30,546.79,1420.41,1411.90,0.00,104.30,46.75,59.06,305.33,0.30,3.84,0.01,0.57,0.14,0.88,0.00,0.83,3.64,0.00,9.03,0.00,26.48,0.14,0.07,1.19,0.48,0.12,0.92,26.48,1.11,372.78
,Kashmiri 'tahar',98.21,19.11,1.95,1.37,0.17,0.98,3.93,0.32,410.14,760.23,346.30,118.32,3.02,35.26,7.58,61.29,40.82,0.07,0.31,0.00,0.22,0.04,0.28,11.32,0.10,0.04,0.00,0.50,0.00,2.44,0.04,0.02,0.62,0.14,0.05,0.08,2.44,0.01,40.06
,Cumin pulao (Jeera/Zeera pulao),135.24,23.61,2.47,3.20,0.64,1.40,7.25,0.33,563.93,406.05,665.80,1959.83,0.00,45.21,11.29,219.73,62.11,0.09,0.39,0.00,0.27,0.03,0.36,0.00,1.49,0.10,0.00,1.50,0.00,5.12,0.06,0.02,0.78,0.19,0.07,0.29,5.12,0.52,22.50
,Peas pulao (Matar pulao),108.87,18.42,3.89,1.90,1.30,3.21,18.18,0.78,454.41,250.63,389.75,1154.32,0.00,47.16,21.46,86.18,135.07,0.14,0.79,0.00,0.46,0.02,0.60,0.00,0.93,4.32,0.00,15.48,0.00,23.43,0.12,0.02,0.89,0.36,0.11,1.73,23.43,13.22,435.63
,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),116.53,19.72,3.60,2.30,1.59,3.16,19.09,0.82,486.37,294.50,451.73,1362.12,0.00,57.29,21.07,98.07,162.09,0.14,2.81,0.00,0.49,0.03,0.59,0.00,0.98,1.92,0.00,8.67,0.00,23.58,0.09,0.03,0.77,0.33,0.10,1.14,23.58,6.13,1281.25
,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),125.51,21.55,3.44,2.58,1.99,2.69,16.51,0.77,523.84,328.01,512.67,1520.63,0.00,59.48,20.05,103.09,148.31,0.14,3.58,0.00,0.51,0.03,0.57,0.00,1.04,0.46,0.00,2.36,0.00,22.26,0.07,0.03,0.74,0.30,0.09,0.91,22.26,2.04,107.28
,Mutton pulao,130.77,11.26,6.52,10.78,1.00,1.65,49.87,1.25,544.13,1212.74,1665.93,2839.89,2.35,80.01,22.89,3115.59,177.66,0.11,0.59,0.00,0.49,0.04,0.41,8.22,2.11,0.38,0.00,2.03,0.00,5.94,0.06,0.04,1.21,0.15,0.05,0.44,5.94,0.68,61.83
,Chicken pulao,108.24,11.17,6.07,8.48,0.99,1.64,32.25,0.98,450.53,1321.87,1873.06,1844.97,11.55,79.36,24.80,3093.47,170.81,0.11,1.78,0.00,0.49,0.04,0.51,12.17,1.10,0.37,0.00,1.89,0.00,5.79,0.05,0.04,1.12,0.26,0.09,0.59,5.79,0.67,57.46
,Mexican rice,120.57,14.21,4.62,4.88,1.44,1.64,14.51,0.55,502.28,1319.72,1392.69,1834.46,11.90,60.72,14.39,93.42,147.26,0.08,0.56,0.00,0.28,0.02,0.80,0.77,1.40,3.58,0.00,8.31,0.00,10.25,0.06,0.05,1.34,0.32,0.10,1.03,10.25,8.25,1718.39
,Plain khitchdi (Plain khichri/khichdi),57.03,10.04,1.72,1.01,0.12,0.85,5.05,0.31,238.08,538.13,250.79,96.34,2.14,30.71,9.97,37.14,69.32,0.07,1.88,0.00,0.16,0.04,0.22,8.03,0.07,0.14,0.00,1.92,0.00,4.56,0.03,0.01,0.34,0.12,0.03,0.08,4.56,0.14,102.54
,Instant idli (with semolina),247.29,43.40,9.16,3.61,3.35,7.13,93.20,2.31,1034.13,875.88,777.03,1580.84,3.12,136.84,42.92,1504.66,348.78,0.31,8.54,0.01,1.25,0.13,1.56,7.94,1.14,7.99,0.00,15.03,0.00,25.74,0.21,0.13,0.99,0.65,0.12,1.08,25.74,0.40,3788.41
,Plain dosa,380.91,64.08,10.34,8.43,0.70,5.23,19.35,1.50,1588.71,5030.31,2054.45,578.76,19.90,178.40,55.44,142.98,344.39,0.32,5.84,0.01,0.86,0.18,1.39,89.50,0.27,1.75,0.00,3.46,0.00,25.35,0.16,0.07,2.11,1.00,0.20,0.41,25.35,0.00,151.37
,Masala dosa mixed vegetable fillings,144.53,23.02,4.84,3.26,1.53,4.31,31.79,1.21,602.95,1456.66,744.00,759.59,5.18,82.16,36.14,122.08,329.75,0.17,2.62,0.01,0.47,0.09,0.72,23.32,0.55,5.17,0.00,17.83,0.00,32.21,0.11,0.04,1.04,0.59,0.15,1.72,32.21,18.77,2180.08
,Masala dosa paneer fillings,243.12,29.76,10.31,8.84,4.81,3.11,171.23,1.27,1014.71,4689.98,2337.78,1080.24,7.29,180.53,39.72,160.40,226.69,0.19,10.14,0.04,0.51,0.12,1.48,32.77,0.69,4.90,0.00,11.26,0.00,47.77,0.08,0.07,0.99,0.62,0.13,7.09,47.77,5.83,1342.68
,Uttapam,255.95,36.28,6.18,9.03,1.50,4.40,40.86,1.23,1065.34,3233.07,2007.80,3178.61,10.57,109.53,41.71,228.69,286.22,0.21,3.76,0.01,0.57,0.11,0.86,47.52,2.42,5.74,0.00,25.36,0.00,27.96,0.10,0.05,1.29,0.64,0.17,0.89,27.96,9.04,2185.70
,Appam,267.70,13.28,3.12,22.63,4.16,6.19,6.36,0.83,1120.32,15309.58,1345.02,375.38,0.00,55.20,23.30,26.59,161.42,0.23,0.25,0.00,0.51,0.01,0.46,0.00,1.49,0.09,0.00,12.83,0.00,18.05,0.04,0.06,0.52,0.18,0.08,0.38,18.05,1.68,119.31
,Beans and macaroni,136.08,14.24,4.58,7.01,1.68,2.05,86.86,0.75,569.73,4248.25,1774.30,416.38,19.67,126.74,27.05,182.79,221.16,0.09,3.96,0.00,0.26,0.02,0.62,77.42,0.29,3.54,0.00,12.40,0.00,32.50,0.06,0.06,0.95,0.34,0.22,3.31,32.50,6.51,1988.59
,Spaghetti bolognese,97.43,10.04,9.35,9.51,1.41,1.08,73.66,2.06,408.45,1968.68,1294.08,933.05,13.91,145.25,29.25,5358.60,271.96,0.10,2.80,0.00,0.23,0.01,1.06,21.59,0.69,3.84,0.00,8.35,0.00,10.09,0.05,0.04,1.05,0.30,0.08,1.31,10.09,7.45,2074.06
,Meat and macaroni casserole,161.55,16.12,9.15,10.17,1.00,1.19,68.28,1.85,676.14,977.77,928.63,2307.13,2.13,107.55,22.39,2511.99,329.91,0.09,2.55,0.00,0.27,0.01,0.46,9.57,1.75,0.49,0.00,2.92,0.00,11.85,0.09,0.05,2.38,0.24,0.06,0.74,11.85,7.25,783.11
,Spaghetti with meat balls and tomato sauce,158.13,10.46,5.61,10.64,1.87,1.11,40.82,0.71,658.93,2419.92,2646.83,4840.90,16.15,81.06,15.30,189.13,152.86,0.07,2.56,0.00,0.30,0.01,0.90,8.19,3.73,3.36,0.00,9.09,0.00,11.34,0.06,0.05,1.37,0.32,0.08,1.17,11.34,7.93,1612.46
,Spaghetti with paneer balls and tomato sauce,158.54,12.72,3.95,10.44,3.03,1.25,80.73,0.55,660.93,2176.33,2245.06,5341.15,2.57,79.17,15.07,199.55,113.95,0.07,4.33,0.01,0.35,0.01,0.53,8.17,4.14,3.78,0.00,10.19,0.00,19.84,0.05,0.03,0.58,0.21,0.06,2.61,19.84,8.89,1823.26
,Lasagne with meat sauce,63.38,5.38,2.90,3.43,1.04,0.47,24.61,0.49,265.00,1502.81,1423.05,225.54,8.80,41.98,8.28,37.08,88.89,0.04,1.40,0.00,0.08,0.01,0.46,10.70,0.15,1.80,0.00,5.49,0.00,6.35,0.03,0.04,0.67,0.20,0.05,0.72,6.35,4.52,1063.57
,Lasagne with vegetables,49.23,5.90,1.71,2.16,1.37,0.66,32.89,0.57,206.40,1059.88,740.19,166.21,2.81,32.55,13.26,40.78,126.45,0.05,1.39,0.00,0.16,0.01,0.23,12.58,0.31,1.49,0.00,23.08,0.00,16.32,0.05,0.03,0.37,0.14,0.05,1.07,16.32,10.24,1393.17
,Home made egg noodles,240.84,42.92,6.55,4.37,1.03,1.60,15.96,1.15,1005.75,791.18,2577.80,559.43,38.27,83.10,18.54,177.24,90.12,0.10,1.83,0.00,0.37,0.01,0.57,19.17,0.29,3.89,0.12,2.30,1.61,13.37,0.09,0.04,0.47,0.51,0.06,2.65,13.37,0.00,164.61
,Sour lentils (Khatti dal),34.79,6.04,2.22,0.12,1.25,1.22,8.29,0.85,145.56,19.42,17.72,52.16,0.00,30.74,9.99,115.60,98.52,0.10,4.15,0.00,0.18,0.05,0.34,0.00,0.02,0.58,0.00,1.10,0.00,6.20,0.04,0.02,0.22,0.14,0.03,0.28,6.20,0.52,104.41
,Urad special dehusked,69.43,8.86,3.14,2.17,1.32,2.50,16.40,0.83,289.35,1160.66,519.38,228.23,4.62,55.69,28.53,109.56,233.34,0.11,2.78,0.00,0.38,0.05,0.46,17.32,0.17,2.15,0.00,4.97,0.00,20.46,0.04,0.02,0.37,0.43,0.07,0.97,20.46,6.54,557.32
,Arhar with spinach (Arhar dal aur palak),52.84,4.77,2.05,2.76,0.23,1.30,21.81,0.89,219.53,1501.83,696.28,239.25,6.10,32.58,23.79,109.97,205.61,0.12,1.35,0.00,0.31,0.05,0.29,22.86,0.33,0.35,0.00,44.78,0.00,26.26,0.06,0.02,0.24,0.13,0.05,0.57,26.26,4.66,1307.38
,Moong dal with vadi,24.08,1.00,0.40,2.05,0.45,0.39,2.99,0.18,99.51,1152.82,521.45,161.44,4.75,6.77,3.98,112.36,33.66,0.02,0.03,0.00,0.10,0.02,0.06,17.81,0.16,0.65,0.00,1.95,0.00,3.18,0.01,0.01,0.07,0.03,0.02,0.22,3.18,2.81,318.11
,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),26.74,3.37,1.13,0.88,0.83,1.60,16.56,0.59,111.55,110.60,214.46,454.77,0.00,21.12,14.66,104.11,130.66,0.07,0.97,0.00,0.18,0.09,0.17,0.00,0.33,3.02,0.00,13.00,0.00,7.36,0.03,0.02,0.29,0.08,0.04,0.24,7.36,4.43,2711.24
,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),24.41,2.85,1.11,0.87,0.44,1.54,15.56,0.52,101.82,111.03,211.75,451.35,0.00,20.21,13.98,102.77,124.52,0.07,0.96,0.00,0.17,0.07,0.16,0.00,0.33,2.79,0.00,12.84,0.00,7.33,0.03,0.02,0.27,0.08,0.04,0.24,7.33,5.00,2678.95
,Green gram whole with baghar (Sabut moong dal with tadka),63.43,6.80,3.23,2.48,0.15,3.02,25.04,1.00,264.04,1353.11,620.47,232.59,5.45,52.02,32.57,181.69,192.66,0.15,3.19,0.00,0.53,0.12,0.42,20.42,0.20,0.80,0.00,3.92,0.00,20.06,0.07,0.04,0.34,0.28,0.06,0.24,20.06,0.21,197.72
,Urad sabut special,79.39,5.03,2.33,5.46,0.86,2.15,21.45,0.71,329.11,3169.12,1397.99,365.51,13.38,42.63,20.55,60.09,160.47,0.08,2.51,0.00,0.31,0.07,0.33,52.57,0.36,4.15,0.00,8.24,0.00,18.22,0.04,0.03,0.32,0.35,0.07,0.58,18.22,6.44,1554.75
,Kabuli channa curry,68.57,7.63,2.92,3.06,1.24,1.12,32.03,0.95,287.29,387.45,628.63,1791.70,0.15,46.28,23.41,122.05,190.00,0.14,0.36,0.00,0.68,0.03,0.44,0.39,1.49,2.13,0.00,8.48,0.00,26.18,0.06,0.04,0.36,0.26,0.09,0.51,26.18,4.56,948.30
,Besan gatte curry,189.38,16.26,7.75,10.72,4.50,3.25,151.08,1.89,791.86,2239.71,2353.20,5362.63,2.80,128.59,37.09,356.27,274.59,0.13,3.22,0.01,0.81,0.08,0.89,7.12,4.19,2.02,0.00,11.94,0.00,52.81,0.12,0.12,0.68,0.46,0.15,4.35,52.81,5.24,1097.60
,Dry masala chops,135.07,3.30,9.08,9.54,2.27,0.86,112.25,1.39,563.44,822.52,871.28,2214.07,2.24,103.52,10.66,83.47,219.97,0.03,0.54,0.00,0.34,0.03,0.23,5.69,1.70,0.47,0.00,4.54,0.00,10.29,0.09,0.12,2.89,0.16,0.05,0.89,10.29,1.27,162.73
,Mutton korma,115.64,2.53,7.09,8.54,1.64,0.78,79.07,1.09,481.74,1168.11,966.88,1809.20,3.90,75.78,8.63,56.94,165.87,0.03,0.25,0.00,0.16,0.01,0.16,18.17,1.40,0.25,0.00,3.19,0.00,8.68,0.07,0.08,2.32,0.12,0.03,0.79,8.68,1.51,116.20
,Shahi keema kofta curry,418.13,1.73,4.14,43.83,0.78,0.91,14.51,0.67,1722.07,6172.19,9503.20,26149.47,14.97,46.65,12.06,104.53,119.63,0.05,0.49,0.00,0.26,0.04,0.78,0.97,20.27,1.59,0.00,7.58,0.00,5.60,0.04,0.04,1.05,0.24,0.07,0.80,5.60,3.40,662.29
,Minced meat ball curry,109.79,2.86,6.82,7.85,1.27,1.49,23.84,1.01,456.26,2449.63,2445.44,2350.81,24.77,75.90,18.97,170.06,194.09,0.08,0.82,0.00,0.47,0.06,1.28,1.61,1.73,2.66,0.00,8.52,0.00,9.08,0.06,0.07,1.72,0.39,0.11,1.32,9.08,5.53,1085.56
,Boti kebab,132.86,3.06,9.22,9.27,2.09,0.76,98.67,1.41,554.28,600.83,714.80,1926.09,1.21,95.61,9.99,78.14,221.64,0.03,0.53,0.00,0.19,0.01,0.18,3.07,1.47,0.84,0.00,2.18,0.00,12.03,0.10,0.10,3.11,0.15,0.05,0.72,12.03,8.26,86.90
,Mutton seekh kebab,133.94,3.11,11.25,8.43,1.40,1.88,117.44,2.19,560.46,113.45,431.57,257.35,0.00,105.95,19.83,102.17,269.59,0.08,0.51,0.00,0.50,0.12,0.23,0.00,0.22,0.94,0.00,8.27,0.00,11.78,0.13,0.09,3.96,0.10,0.04,0.65,11.78,8.82,244.74
,Indian lamb and egg curry (Nargisi kofta),335.75,2.07,3.84,34.70,0.75,0.60,12.91,0.55,1383.64,5010.52,7559.21,20490.22,44.04,47.06,8.06,57.44,85.80,0.04,4.18,0.00,0.11,0.02,0.56,25.09,15.96,0.61,0.08,4.01,1.40,11.35,0.03,0.05,0.60,0.30,0.06,2.43,11.35,1.96,268.45
,Soya chunks sweet and sour (Nutrinugget sweet and sour),500.94,3.27,2.85,55.99,1.10,0.86,13.89,0.70,2061.90,6602.28,11138.25,33675.70,23.51,41.68,11.23,2257.67,111.45,0.04,1.31,0.00,0.16,0.01,0.17,12.18,26.18,1.05,0.07,6.48,0.98,8.79,0.02,0.01,0.16,0.13,0.04,2.29,8.79,8.19,237.51
,Soya chunks korma (Nutrinugget korma),131.43,7.67,3.86,9.50,4.66,2.57,89.70,1.18,546.59,2248.84,2138.19,4320.55,3.32,94.03,33.57,148.98,252.27,0.15,1.46,0.00,0.81,0.12,0.62,8.44,3.27,1.26,0.00,8.58,0.00,19.98,0.06,0.10,0.33,0.33,0.12,1.88,19.98,4.66,295.50
,Mushroom matar,70.77,5.33,2.79,4.11,1.39,3.13,21.42,0.81,293.62,519.35,811.16,2560.04,0.00,42.27,21.71,61.63,214.87,0.10,0.40,0.01,0.56,0.04,0.37,0.00,2.00,10.34,0.00,21.21,0.00,20.57,0.07,0.02,0.61,0.33,0.11,3.52,20.57,14.89,1737.12
,Soya chunks and peas (Nutrinugget matar),82.62,5.82,3.03,5.11,1.64,2.86,20.32,0.99,342.63,640.48,1026.66,3128.07,0.00,34.93,22.75,70.97,173.49,0.11,0.47,0.00,0.66,0.05,0.45,0.00,2.44,6.67,0.00,21.66,0.00,23.37,0.09,0.02,0.54,0.28,0.10,1.67,23.37,17.56,2049.02
,Vegetable yakhni,406.06,1.94,1.18,43.80,1.44,0.61,43.67,0.24,1672.03,5529.83,9567.01,26820.42,1.92,34.30,7.80,38.05,82.80,0.02,0.72,0.00,0.19,0.01,0.17,4.88,20.61,0.33,0.00,3.83,0.00,10.60,0.02,0.05,0.08,0.19,0.02,0.92,10.60,0.95,30.54
,Spinach mushroom (Palak mushroom),47.63,2.95,1.94,2.96,1.00,2.27,49.75,1.69,197.65,988.63,607.92,1125.26,2.89,35.93,52.12,70.97,416.07,0.12,1.10,0.02,0.70,0.01,0.32,12.99,1.40,5.08,0.00,172.25,0.00,78.93,0.10,0.06,0.39,0.24,0.12,3.80,78.93,20.40,5865.56
,Vegetarian nargisi kofta curry,332.15,6.58,2.29,32.94,1.65,0.86,47.09,0.38,1369.48,4675.81,6860.49,19930.77,1.03,42.55,11.15,73.56,147.70,0.05,2.10,0.01,0.14,0.02,0.34,5.47,15.47,0.97,0.00,5.44,0.00,14.52,0.03,0.02,0.33,0.16,0.04,2.19,14.52,6.83,479.04
,Roast chicken,199.90,0.10,20.49,13.06,0.05,0.03,13.61,0.79,833.38,3695.47,2105.25,505.76,69.66,168.30,19.34,71.71,280.00,0.26,17.41,0.00,0.03,0.01,0.74,60.39,0.38,0.03,1.29,0.58,26.05,9.86,0.09,0.06,7.56,1.08,0.50,3.88,9.86,0.23,36.67
,Shahi chicken masala,163.70,4.07,9.82,12.02,2.86,0.96,82.68,0.89,680.74,2887.01,2386.90,3922.17,24.78,124.15,21.76,142.56,230.91,0.14,10.48,0.01,0.24,0.02,0.63,20.26,2.99,1.07,0.47,5.54,9.55,18.74,0.06,0.06,2.95,0.53,0.22,3.95,18.74,2.84,501.22
,Tomato chicken,111.68,2.13,10.57,6.71,0.93,1.42,21.24,0.87,465.81,685.21,1027.06,1706.20,27.94,95.13,21.29,104.83,252.17,0.17,8.49,0.00,0.18,0.03,0.48,3.16,1.37,5.56,0.63,15.68,12.62,13.73,0.07,0.05,3.96,0.63,0.30,2.47,13.73,13.91,2873.12
,Creamy chicken,152.87,3.13,13.52,9.57,2.11,0.69,50.37,0.82,637.49,1905.47,1579.29,2045.71,39.28,136.76,21.54,97.08,267.95,0.18,10.58,0.00,0.18,0.01,0.64,27.78,1.59,0.35,0.76,9.26,15.34,15.01,0.08,0.09,4.58,0.80,0.34,3.34,15.01,3.43,437.06
,Broccoli chicken ala king,119.56,5.34,7.97,7.57,2.49,1.92,73.36,0.78,500.33,3647.71,1626.40,366.19,27.85,111.25,19.27,104.01,297.25,0.10,4.72,0.00,0.16,0.01,0.67,61.75,0.92,0.03,0.29,78.70,5.89,44.67,0.10,0.14,2.12,0.68,0.19,3.56,44.67,33.80,285.51
,Ginger chicken,129.17,5.60,8.24,8.24,1.95,1.21,18.41,0.96,538.19,931.03,1401.98,3515.07,19.24,76.28,19.98,365.86,228.87,0.13,6.84,0.00,0.40,0.01,0.40,2.18,2.69,1.68,0.48,6.49,8.69,16.75,0.05,0.04,2.83,0.55,0.23,2.80,16.75,13.01,319.87
,Chicken sweet and sour,445.09,2.67,6.92,47.59,0.89,0.58,21.98,0.93,1834.35,5583.19,9338.18,27686.40,32.47,77.46,13.05,1809.94,153.46,0.09,5.04,0.00,0.12,0.00,0.37,11.50,21.55,0.87,0.35,5.33,6.74,8.92,0.03,0.02,1.85,0.35,0.14,2.76,8.92,6.73,195.14
,Chicken korma,147.96,5.43,9.83,9.67,3.32,1.82,68.66,1.06,616.78,1864.37,1828.76,3105.99,23.66,123.22,29.57,119.21,277.53,0.19,7.46,0.00,0.57,0.09,0.68,8.46,2.39,0.89,0.48,6.06,9.61,16.96,0.07,0.09,3.02,0.63,0.26,2.76,16.96,2.89,205.18
,Bengal fish curry (Bengali machli curry),109.43,4.42,7.26,7.03,2.39,1.93,44.44,0.85,458.08,1572.69,3341.41,1449.01,13.92,95.07,27.62,76.38,207.98,0.08,9.85,0.01,0.87,0.05,0.44,11.12,0.46,1.18,0.20,7.87,0.32,14.96,0.04,0.03,0.66,0.50,0.09,1.10,14.96,3.02,361.12
,Fish finger,542.90,4.47,5.66,55.82,0.17,0.34,11.38,0.38,2236.49,7271.08,11528.49,34548.42,30.00,67.87,12.17,103.55,135.39,0.04,9.15,0.00,0.05,0.00,0.26,17.99,27.01,0.17,0.18,3.73,1.05,7.85,0.03,0.02,0.50,0.39,0.06,1.19,7.85,3.18,47.23
,Fish in coconut milk (Nariyal ke doodh ke saath machli),86.21,2.73,8.66,4.43,1.55,1.52,21.94,0.91,359.89,2118.42,492.67,1035.87,17.13,99.28,23.46,73.93,190.38,0.10,23.80,0.01,0.24,0.03,0.38,6.02,1.07,1.08,0.08,6.82,1.94,11.67,0.04,0.05,1.11,0.59,0.08,2.75,11.67,3.29,279.51
,Prawn curry (with coconut) (Jhinga curry),109.55,3.10,8.54,6.93,2.03,1.56,37.25,0.96,456.07,2466.34,1037.81,2379.04,37.12,115.45,35.67,375.86,150.65,0.23,25.13,0.01,0.18,0.06,0.72,0.65,3.54,1.65,0.62,7.49,155.70,15.25,0.02,0.03,0.66,0.95,0.09,0.41,15.25,1.30,290.41
,Baked stuffed fish,121.96,2.12,16.14,5.43,0.35,0.38,18.80,0.35,510.13,2888.68,1141.42,813.98,36.95,182.00,29.35,74.36,242.97,0.06,24.39,0.01,0.05,0.01,0.48,37.50,1.08,1.52,0.50,2.59,0.81,11.02,0.05,0.03,1.25,0.95,0.12,0.46,11.02,2.14,422.28
,Fish pie,120.90,7.74,9.25,5.77,1.13,0.76,36.15,0.46,504.07,3348.72,1359.11,552.32,23.97,123.74,24.55,101.80,316.28,0.07,12.54,0.01,0.10,0.02,0.41,43.75,0.65,0.34,0.25,3.63,0.40,12.12,0.05,0.04,0.94,0.67,0.10,0.95,12.12,8.84,183.60
,Crispy baked fish,138.40,9.59,10.95,6.41,1.53,1.21,60.04,0.55,579.51,3546.25,1436.51,584.93,28.89,147.43,24.23,192.42,208.73,0.07,14.37,0.01,0.15,0.02,0.51,56.78,0.70,3.33,0.27,8.22,0.44,16.53,0.07,0.04,1.03,0.60,0.10,1.22,16.53,6.00,1112.31
,Fish souffle,139.71,5.14,10.51,8.55,2.09,0.19,63.87,0.59,582.36,4629.53,2325.81,708.10,84.69,148.86,18.50,92.45,167.34,0.05,17.30,0.01,0.06,0.02,0.57,82.71,0.85,0.37,0.35,0.64,2.81,15.32,0.05,0.09,0.56,0.80,0.09,3.93,15.32,0.82,144.69
,Potato curry (Aloo ki sabzi),89.56,10.42,1.52,4.47,1.58,2.42,23.74,0.97,372.12,548.66,961.12,2684.73,0.00,38.19,25.30,78.40,383.45,0.10,0.51,0.00,0.28,0.05,0.31,0.00,2.08,3.37,0.00,12.09,0.00,17.65,0.05,0.02,0.76,0.31,0.10,1.43,17.65,20.92,1767.43
,Egg curry (Anda curry),117.52,4.03,5.38,8.81,1.90,2.09,41.59,1.52,488.28,1676.70,2417.37,3865.28,120.74,83.17,21.72,142.12,198.53,0.10,13.53,0.00,0.29,0.07,0.63,65.32,3.22,4.36,0.28,14.68,4.82,29.51,0.05,0.08,0.37,0.64,0.12,7.03,29.51,12.55,2257.77
,Vegetable curry with coconut ,83.07,7.19,2.77,4.66,1.41,3.35,19.63,0.95,346.17,1806.59,659.09,1488.59,0.00,33.58,23.16,43.40,215.47,0.12,0.62,0.00,0.30,0.04,0.45,0.00,1.32,5.28,0.00,19.42,0.00,23.60,0.10,0.02,0.64,0.31,0.10,1.72,23.60,18.73,1287.89
,Curd with potatoes (Dahi aloo),59.90,7.15,1.56,2.72,1.82,1.19,36.36,0.47,249.60,539.65,579.46,1432.54,1.45,43.34,15.87,51.99,259.27,0.05,0.56,0.00,0.16,0.02,0.25,3.69,1.11,1.48,0.00,5.75,0.00,11.79,0.04,0.04,0.47,0.24,0.07,1.14,11.79,11.32,788.54
,Potato kofta curry (Aloo kofta curry),455.40,2.78,0.56,49.08,0.63,0.56,7.77,0.26,1873.55,6069.45,10159.06,30803.69,2.60,13.24,6.90,30.12,97.57,0.03,0.33,0.00,0.12,0.02,0.09,5.25,24.00,0.74,0.00,5.74,0.07,4.76,0.01,0.01,0.19,0.09,0.03,0.52,4.76,4.57,364.69
,Yam kofta curry (Zimikand/Suran kofta curry),322.88,3.75,0.71,33.84,0.63,1.04,8.35,0.31,1328.95,4280.24,6973.53,21150.96,3.54,15.20,8.55,42.22,109.02,0.05,0.38,0.00,0.10,0.01,0.11,7.14,16.51,0.95,0.01,6.05,0.10,5.79,0.01,0.01,0.16,0.10,0.05,1.06,5.79,4.81,458.69
,Jackfruit kofta curry (Kathal ka kofta curry),321.08,3.17,0.80,33.83,2.40,0.96,11.36,0.24,1321.43,4279.45,6978.52,21145.48,3.54,10.97,8.78,40.04,79.59,0.05,0.29,0.00,0.14,0.01,0.08,7.14,16.46,2.11,0.01,11.08,0.10,8.43,0.02,0.01,0.14,0.08,0.05,1.03,8.43,3.66,460.06
,Spinach and potato (Palak aloo),57.17,5.91,1.63,2.82,0.93,2.04,43.67,1.59,237.65,394.95,532.95,1712.18,0.00,31.34,49.44,62.46,457.28,0.12,1.15,0.01,0.63,0.01,0.33,0.00,1.81,2.07,0.00,150.69,0.00,72.22,0.10,0.05,0.51,0.25,0.12,2.56,72.22,23.49,5207.79
,Mooli bhujia,91.20,4.74,1.69,7.25,1.07,2.36,131.88,2.37,381.68,903.09,4077.92,1643.67,0.00,41.21,40.41,89.73,282.60,0.18,16.74,0.03,0.73,0.05,0.38,0.00,0.08,1.12,0.00,96.46,0.00,38.24,0.04,0.08,0.41,0.16,0.13,3.17,38.24,40.71,4782.41
